idx,input_len,output_len,input_tokens,output_tokens,energy_kwh,carbon_kg
3138,346,33,107,9,0.000068,0.000000
3176,346,33,107,9,0.000069,0.000000
3364,346,33,107,9,0.000071,0.000000
3087,349,27,103,6,0.000055,0.000000
3201,349,57,95,13,0.000085,0.000000
3194,351,67,101,14,0.000117,0.000000
3266,355,106,111,21,0.000117,0.000000
3338,357,68,101,21,0.000117,0.000000
3308,361,88,107,21,0.000115,0.000000
3133,363,34,119,10,0.000073,0.000000
3159,363,37,105,10,0.000074,0.000000
3199,364,79,113,21,0.000115,0.000000
3417,366,38,113,11,0.000117,0.000000
3224,370,48,101,11,0.000077,0.000000
3367,370,33,105,9,0.000071,0.000000
3119,371,33,106,9,0.000068,0.000000
3381,374,90,105,20,0.000117,0.000000
3205,375,62,112,16,0.000095,0.000000
3181,376,33,106,9,0.000068,0.000000
3136,378,107,104,22,0.000114,0.000000
3083,379,33,114,9,0.000112,0.000000
3291,379,93,108,22,0.000117,0.000000
3157,382,63,106,15,0.000117,0.000000
3299,384,82,109,21,0.000117,0.000000
3143,385,46,114,11,0.000079,0.000000
3264,394,79,115,21,0.000116,0.000000
3373,394,77,116,21,0.000117,0.000000
3195,396,81,110,19,0.000112,0.000000
3113,407,45,110,11,0.000079,0.000000
3295,407,44,120,12,0.000083,0.000000
3328,408,46,120,11,0.000078,0.000000
3116,411,96,120,22,0.000116,0.000000
3115,426,46,124,11,0.000076,0.000000
3091,427,81,120,21,0.000113,0.000000
3109,428,30,125,7,0.000113,0.000000
3246,431,94,118,21,0.000118,0.000000
3202,436,75,134,20,0.000133,0.000000
3392,436,88,125,21,0.000116,0.000000
3183,437,81,131,21,0.000121,0.000000
3187,451,87,127,21,0.000115,0.000000
3320,455,83,134,21,0.000122,0.000000
3081,458,67,121,17,0.000097,0.000000
3213,465,70,125,15,0.000092,0.000000
3262,465,37,129,10,0.000080,0.000000
3085,469,112,119,22,0.000112,0.000000
3152,471,101,128,21,0.000118,0.000000
3279,473,37,131,10,0.000081,0.000000
3393,478,95,136,21,0.000121,0.000000
3343,483,75,157,22,0.000122,0.000000
3180,486,35,134,8,0.000121,0.000000
3165,488,93,129,22,0.000120,0.000000
3193,490,86,139,17,0.000109,0.000000
3337,492,100,129,22,0.000122,0.000000
3284,498,74,150,21,0.000162,0.000000
3390,498,29,138,9,0.000071,0.000000
3110,508,91,143,21,0.000119,0.000000
3334,513,46,144,11,0.000084,0.000000
3209,521,110,135,21,0.000121,0.000000
3237,521,25,146,9,0.000081,0.000000
3287,522,112,137,21,0.000130,0.000000
3311,522,74,141,21,0.000122,0.000000
3298,524,82,150,21,0.000163,0.000000
3351,524,63,146,16,0.000104,0.000000
3217,533,94,144,22,0.000122,0.000000
3273,533,99,130,20,0.000122,0.000000
3212,535,115,137,21,0.000121,0.000000
3331,535,84,147,21,0.000122,0.000000
3243,548,73,165,16,0.000105,0.000000
3245,548,106,141,21,0.000121,0.000000
3302,548,101,146,21,0.000163,0.000000
3409,561,70,155,20,0.000122,0.000000
3090,585,98,149,21,0.000118,0.000000
3411,588,89,162,22,0.000122,0.000000
3196,606,39,159,14,0.000098,0.000000
3129,608,92,164,21,0.000161,0.000000
3389,609,65,162,17,0.000110,0.000000
3190,610,80,174,21,0.000163,0.000000
3204,648,84,172,21,0.000166,0.000000
3288,653,90,175,21,0.000166,0.000000
3151,694,67,185,20,0.000162,0.000000
3330,722,28,162,6,0.000064,0.000000
3169,732,87,194,21,0.000131,0.000000
3285,738,79,183,22,0.000163,0.000000
3178,751,79,209,20,0.000164,0.000000
3140,831,90,222,21,0.000164,0.000000
3142,856,52,214,19,0.000133,0.000000
