id,input_length,output_length,input_tokens,output_tokens,energy_kwh,carbon_kg
37808212,5275,461,1324,100,0.000641,0.000457
38858289,5279,173,1179,38,0.000613,0.000437
37807834,5280,449,1310,102,0.000639,0.000456
33354036,5285,355,1154,70,0.000456,0.000325
33256382,5308,542,1086,101,0.000602,0.000429
18482415,5308,439,1124,101,0.000605,0.000431
35755331,5312,254,1122,50,0.000607,0.000433
19508906,5315,522,1105,101,0.000605,0.000432
36509843,5336,541,1115,101,0.000605,0.000432
20803992,5346,435,1157,93,0.000578,0.000413
13979606,5351,291,1138,60,0.000611,0.000436
36215186,5366,334,1174,101,0.000612,0.000437
33155628,5368,504,1148,102,0.00061,0.000435
38129526,5406,46,1261,9,0.000624,0.000445
19646748,5407,521,1110,101,0.000602,0.000429
35585087,5414,518,1294,101,0.000631,0.00045
32775998,5421,208,1175,39,0.000609,0.000435
31921778,5424,448,1161,101,0.000609,0.000434
40810771,5435,254,1203,50,0.000366,0.000261
38220079,5450,181,1228,40,0.000617,0.00044
35416399,5456,153,1306,39,0.000638,0.000455
34136823,5460,97,1106,18,0.000606,0.000432
36934928,5476,416,1350,101,0.000644,0.000459
35728124,5480,214,1120,40,0.000612,0.000437
22588954,5481,193,1089,42,0.000608,0.000434
37672789,5486,454,1275,102,0.000632,0.000451
40760787,5492,430,1359,101,0.000647,0.000462
21577826,5502,488,1069,101,0.000607,0.000433
12533291,5528,427,1230,101,0.000625,0.000446
37576755,5543,208,1155,38,0.000308,0.000219
16237077,5557,569,1051,101,0.000605,0.000432
36607825,5582,153,1276,38,0.00063,0.000449
36882573,5607,426,1259,82,0.000625,0.000446
23487664,5626,449,1285,101,0.000637,0.000455
21457702,5631,481,1191,101,0.000615,0.000439
39123281,5640,469,1103,101,0.00061,0.000435
39135300,5641,499,1161,101,0.000615,0.000438
27475745,5648,435,1292,101,0.000638,0.000455
34541264,5651,404,1354,101,0.000645,0.00046
29027462,5659,571,1213,101,0.000619,0.000441
36896016,5670,546,1175,101,0.000618,0.000441
27771931,5670,448,1179,101,0.000615,0.000439
36703778,5677,487,1109,100,0.000608,0.000434
34972475,5689,244,1285,52,0.000396,0.000283
36046503,5690,506,1149,101,0.00061,0.000435
32131672,5695,469,1190,101,0.000616,0.000439
37630605,5697,340,1155,67,0.000448,0.000319
34560658,5734,148,1305,36,0.000318,0.000227
37604151,5741,525,1164,101,0.000615,0.000439
37282644,5743,484,1369,102,0.000651,0.000465
13569129,5753,562,1130,101,0.000614,0.000438
35801175,5760,500,1227,101,0.000625,0.000446
25019896,5775,226,1310,53,0.000637,0.000454
35559861,5778,508,1151,101,0.000608,1e-06
40300369,5787,470,1190,101,0.000612,1e-06
38185491,5857,109,1353,32,0.000288,0.000205
35001427,5858,109,1172,21,0.000614,0.000438
38753430,5877,446,1481,101,0.000656,0.000468
34964522,5894,506,1192,101,0.000616,0.000439
13037771,5897,389,1379,101,0.000645,0.00046
23237285,5899,449,1268,101,0.000623,1e-06
37651767,5934,514,1399,101,0.000647,0.000462
23283820,5936,479,1202,101,0.000614,0.000438
29345662,5938,450,1324,101,0.000639,0.000456
40760771,5981,462,1482,101,0.000651,2e-06
39415834,5986,191,1325,47,0.00064,0.000457
26948735,6024,467,1345,101,0.000642,0.000458
34998776,6047,538,1248,101,0.000625,0.000446
38232115,6063,492,1435,101,0.000653,0.000466
36875714,6071,438,1549,101,0.000672,0.00048
32950900,6077,472,1263,101,0.000622,0.000444
34217549,6100,503,1369,101,0.000644,0.00046
34994457,6104,467,1291,101,0.000636,0.000454
38365929,6111,176,1382,46,0.000649,0.000463
36370553,6117,108,1265,27,0.000262,0.000187
22762984,6126,406,1230,101,0.000621,0.000443
37808100,6146,469,1468,101,0.000651,2e-06
38843341,6158,510,1299,96,0.000639,0.000456
35483754,6182,425,1577,103,0.000681,2e-06
36327826,6209,433,1332,101,0.000644,0.000459
17614190,6226,525,1263,101,0.000625,0.000446
20476654,6258,509,1231,101,0.000622,0.000444
31365272,6263,540,1330,101,0.000642,0.000458
36716861,6274,557,1236,101,0.000623,0.000444
29160114,6276,181,1476,37,0.000649,2e-06
32570115,6281,43,1346,9,0.000638,0.000455
26198076,6298,130,1313,32,0.000635,0.000453
35412495,6334,457,1467,101,0.000649,0.000463
33159899,6335,497,1289,101,0.000634,0.000452
12431180,6343,425,1387,101,0.000645,0.00046
21468892,6352,378,1356,74,0.000639,0.000456
34789836,6364,65,1436,18,0.000648,0.000462
22763719,6373,150,1464,31,0.000651,0.000465
33365674,6386,251,1326,52,0.000642,0.000458
24616801,6386,477,1320,101,0.000641,0.000457
26966304,6425,412,1367,101,0.000644,0.00046
20803548,6430,512,1310,101,0.000638,0.000455
36732018,6453,516,1372,102,0.000647,0.000461
38756997,6484,482,1431,101,0.000652,0.000465
34384083,6509,414,1569,101,0.000677,0.000483
33025872,6601,170,1371,37,0.000646,0.000461
34768119,6668,237,1290,43,0.000635,0.000453
36200366,6691,506,1358,101,0.000642,0.000458
37987166,6710,523,1345,101,0.000642,0.000458
33567564,6720,494,1367,101,0.000644,0.00046
30546498,6755,549,1390,101,0.000651,0.000465
32956824,6766,303,1464,60,0.000449,0.00032
22765879,6771,205,1460,44,0.000365,0.000261
40244905,6782,472,1394,95,0.000652,0.000465
30520596,6829,533,1334,101,0.000644,0.00046
40410798,6861,428,1651,101,0.000691,0.000493
39075921,6924,157,1663,35,0.000693,0.000494
30722038,7015,452,1661,101,0.000691,0.000493
37882468,7065,464,1560,101,0.000673,0.00048
38727201,7093,39,1673,15,0.000684,0.000488
32912445,7128,569,1542,101,0.000673,0.00048
35748458,7252,525,1601,101,0.000686,0.000489
35500894,7291,292,1623,65,0.000686,0.00049
38025397,7305,472,1632,101,0.00069,0.000492
27575869,7312,482,1659,101,0.000688,0.000491
36240334,7320,82,1705,27,0.000684,0.000488
39149505,7327,437,1735,101,0.000691,0.000493
31037598,7365,158,1591,33,0.000676,0.000482
38502617,7398,112,1517,24,0.000522,0.000372
34534840,7474,564,1545,101,0.000671,0.000479
33551340,7493,401,1618,101,0.000682,0.000487
15949285,7518,538,1521,101,0.00066,0.000471
36602399,7585,488,1600,101,0.00068,0.000485
37318935,7641,542,1620,101,0.000691,0.000493
29478415,7652,520,1566,101,0.000674,0.000481
35095267,7673,484,1589,101,0.000675,0.000481
40018483,7728,58,1789,15,0.000693,0.000494
39984102,7739,33,1830,12,0.000492,0.000351
37459852,7765,28,1797,12,0.000225,0.000161
36014166,7766,389,1790,101,0.000688,0.000491
38059968,7797,444,1827,101,0.000698,0.000498
19341954,7822,485,1546,101,0.000663,0.000473
39875134,7840,501,1562,101,0.000666,0.000475
29802581,7869,513,1543,101,0.000666,0.000475
37420223,8024,236,1776,55,0.000691,0.000493
31922609,8118,450,1702,101,0.000683,0.000487
39949130,8132,360,1779,72,0.000543,0.000387
39677397,8189,256,1811,55,0.0007,0.000499
33408096,8263,299,1890,58,0.000712,0.000508
37393486,8405,233,1953,53,0.000737,0.000526
35566703,8448,46,1994,9,0.000735,0.000525
39941124,8486,486,1649,101,0.000679,0.000484
37982000,8515,151,1805,35,0.000698,0.000498
37670362,8534,491,1913,101,0.000718,0.000512
35654894,8622,271,1812,58,0.000477,0.000341
40012848,8676,455,1728,101,0.000693,0.000494
34097904,9081,471,2092,101,0.000755,0.000539
30923145,9141,493,2114,101,0.000754,0.000538
35097223,9233,440,1985,101,0.000749,0.000534
36458579,9306,424,2138,102,0.000761,0.000543
33440287,9866,522,1997,101,0.000754,0.000538
27536258,9925,93,2149,25,0.000326,0.000233
29945991,9944,388,2189,100,0.000784,0.000559
37845488,9945,62,2179,15,0.000778,2e-06
