id,input_length,output_length,input_tokens,output_tokens,energy_kwh,carbon_kg
39135300,5641,498,1179,100,0.000588,0.000419
27475745,5648,368,1337,101,0.000595,0.000425
34541264,5651,392,1393,100,0.000598,0.000427
29027462,5659,486,1247,100,0.000587,0.000419
36896016,5670,536,1189,100,0.00058,0.000414
27771931,5670,525,1189,100,0.000583,1e-06
36703778,5677,527,1121,100,0.000574,1e-06
34972475,5689,498,1315,100,0.000593,0.000423
36046503,5690,516,1162,100,0.000576,0.000411
32131672,5695,474,1198,100,0.000579,0.000413
37630605,5697,535,1169,100,0.000576,0.000411
34560658,5734,476,1347,94,0.000573,0.000409
37604151,5741,538,1181,100,0.00058,0.000414
37282644,5743,450,1371,100,0.000604,0.000431
13569129,5753,549,1137,100,0.000563,0.000402
35801175,5760,450,1241,100,0.000582,0.000416
25019896,5775,460,1336,101,0.000589,0.00042
35559861,5778,544,1152,100,0.000566,0.000404
40300369,5787,499,1200,100,0.000583,0.000416
38185491,5857,433,1387,101,0.000605,0.000432
35001427,5858,555,1198,101,0.000585,0.000417
38753430,5877,371,1488,84,0.000557,0.000397
34964522,5894,509,1208,100,0.000582,0.000415
13037771,5897,427,1423,100,0.000621,0.000443
23237285,5899,542,1302,100,0.000595,0.000425
37651767,5934,476,1404,101,0.000601,0.000429
23283820,5936,512,1211,100,0.00058,0.000414
29345662,5938,476,1344,99,0.00059,0.000421
40760771,5981,460,1489,97,0.000607,0.000433
39415834,5986,466,1334,100,0.000589,0.00042
26948735,6024,428,1355,101,0.000596,0.000425
34998776,6047,594,1259,100,0.000593,0.000423
38232115,6063,263,1436,62,0.000541,0.000386
36875714,6071,423,1604,100,0.000634,0.000452
32950900,6077,471,1278,97,0.000581,0.000415
34217549,6100,472,1390,100,0.000603,0.00043
34994457,6104,550,1305,95,0.000581,0.000414
38365929,6111,429,1444,101,0.000622,0.000444
36370553,6117,507,1272,100,0.0006,0.000428
22762984,6126,547,1244,100,0.000593,0.000423
37808100,6146,394,1490,85,0.000627,0.000447
38843341,6158,580,1311,100,0.000593,0.000423
35483754,6182,455,1585,100,0.000631,0.00045
36327826,6209,493,1351,100,0.000596,1e-06
17614190,6226,518,1283,100,0.000589,0.00042
20476654,6258,144,1235,28,0.00026,1e-06
31365272,6263,577,1346,100,0.000596,0.000425
36716861,6274,581,1267,100,0.000592,0.000422
29160114,6276,563,1488,100,0.000628,0.000448
32570115,6281,493,1358,100,0.0006,0.000428
26198076,6298,519,1365,100,0.000605,0.000432
35412495,6334,474,1478,100,0.000635,0.000453
33159899,6335,557,1307,100,0.000596,0.000425
12431180,6343,528,1431,100,0.000615,0.000439
21468892,6352,526,1385,96,0.000581,0.000415
34789836,6364,443,1444,92,0.000574,0.000409
22763719,6373,569,1473,101,0.000629,0.000448
33365674,6386,498,1348,100,0.000607,0.000433
24616801,6386,467,1350,90,0.000563,0.000402
26966304,6425,461,1378,101,0.000605,0.000432
20803548,6430,538,1315,100,0.000597,0.000426
36732018,6453,471,1390,100,0.000604,0.000431
38756997,6484,445,1445,91,0.000579,0.000413
34384083,6509,432,1581,98,0.000636,0.000453
33025872,6601,483,1391,100,0.000602,0.000429
34768119,6668,507,1299,100,0.00059,1e-06
36200366,6691,492,1373,100,0.000593,0.000423
37987166,6710,561,1369,100,0.000593,0.000423
33567564,6720,559,1377,100,0.000596,0.000425
30546498,6755,534,1404,100,0.000601,0.000429
32956824,6766,500,1518,100,0.000632,0.000451
22765879,6771,474,1469,100,0.00062,0.000442
40244905,6782,421,1425,100,0.000618,0.000441
30520596,6829,564,1348,100,0.000597,0.000426
40410798,6861,366,1662,81,0.000549,0.000392
39075921,6924,455,1677,100,0.000656,2e-06
30722038,7015,449,1722,100,0.000663,0.000473
37882468,7065,487,1584,100,0.000635,0.000453
38727201,7093,439,1703,100,0.000663,0.000473
32912445,7128,537,1603,100,0.000635,0.000453
35748458,7252,450,1632,100,0.000634,0.000452
35500894,7291,457,1662,100,0.000634,0.000452
38025397,7305,467,1673,100,0.000652,0.000466
27575869,7312,436,1707,100,0.000656,0.000468
36240334,7320,475,1714,100,0.000663,0.000473
39149505,7327,404,1746,92,0.000664,2e-06
31037598,7365,504,1601,84,0.000559,0.000399
38502617,7398,524,1531,100,0.000627,1e-06
34534840,7474,516,1607,100,0.000627,0.000448
33551340,7493,496,1625,100,0.000631,0.00045
15949285,7518,513,1553,94,0.000608,0.000433
36602399,7585,569,1628,101,0.000632,0.000451
37318935,7641,458,1648,100,0.000633,0.000452
29478415,7652,506,1608,100,0.000628,0.000448
35095267,7673,541,1599,100,0.000635,0.000453
40018483,7728,442,1830,100,0.000673,0.00048
39984102,7739,452,1839,102,0.000676,2e-06
37459852,7765,465,1809,100,0.000673,0.00048
36014166,7766,470,1806,100,0.000668,0.000477
38059968,7797,332,1853,76,0.000669,0.000477
19341954,7822,506,1559,100,0.000634,0.000452
39875134,7840,501,1586,100,0.000632,0.000451
29802581,7869,529,1550,98,0.000626,0.000447
37420223,8024,474,1806,100,0.00067,0.000478
31922609,8118,510,1723,100,0.000666,0.000475
39949130,8132,460,1807,100,0.000678,0.000484
39677397,8189,419,1818,101,0.000671,0.000479
33408096,8263,449,1958,91,0.000653,0.000466
37393486,8405,497,1968,101,0.000695,0.000496
35566703,8448,435,2018,101,0.000695,0.000496
39941124,8486,580,1652,100,0.000636,0.000453
37982000,8515,558,1830,100,0.000669,0.000477
37670362,8534,469,1927,100,0.000693,0.000495
35654894,8622,432,1840,100,0.000677,0.000483
40012848,8676,521,1734,100,0.000667,0.000476
34097904,9081,473,2166,100,0.000698,0.000498
30923145,9141,522,2149,100,0.000697,0.000497
35097223,9233,481,2009,100,0.000697,0.000498
36458579,9306,434,2176,97,0.000686,0.00049
33440287,9866,549,2045,100,0.000706,0.000503
27536258,9925,450,2168,101,0.000707,0.000504
29945991,9944,510,2216,100,0.000716,0.000511
37845488,9945,487,2214,100,0.000707,0.000505
